id,title,author_id,summary,pages,cover_image,rating
3206,Land Girls: Film Tie-In,2165,1998,589,http://images.amazon.com/images/P/0349109931.01.LZZZZZZZ.jpg,
3207,En los reinos de taifa,2166,1999,537,http://images.amazon.com/images/P/8420638307.01.LZZZZZZZ.jpg,
3208,"Sueno Eterno, El",167,2001,416,http://images.amazon.com/images/P/8420672319.01.LZZZZZZZ.jpg,
3209,"Ella, maldita alma",2167,2002,503,http://images.amazon.com/images/P/8466301151.01.LZZZZZZZ.jpg,
3210,Almost blue (Stile libero),2150,1997,424,http://images.amazon.com/images/P/8806143042.01.LZZZZZZZ.jpg,
3211,The Secret Language of Men,2168,1995,519,http://images.amazon.com/images/P/156245191X.01.LZZZZZZZ.jpg,
3212,Uncle Dynamite,2169,1991,509,http://images.amazon.com/images/P/0140124497.01.LZZZZZZZ.jpg,
3213,The Red Badge of Courage (Bantam Classics),2170,1981,592,http://images.amazon.com/images/P/0553210114.01.LZZZZZZZ.jpg,
3214,The Nine Tailors,2171,1966,744,http://images.amazon.com/images/P/0156658992.01.LZZZZZZZ.jpg,
3215,Undue Influence,1351,2000,308,http://images.amazon.com/images/P/037550334X.01.LZZZZZZZ.jpg,
3216,Ein springender Brunnen.,2172,2000,733,http://images.amazon.com/images/P/3518396005.01.LZZZZZZZ.jpg,
3217,Die Hexen von Eastwick. Roman.,1450,1987,745,http://images.amazon.com/images/P/3499123665.01.LZZZZZZZ.jpg,
3218,Artemis Fowl.,2173,2003,709,http://images.amazon.com/images/P/3548603203.01.LZZZZZZZ.jpg,
3219,La Contrebasse,2174,1992,522,http://images.amazon.com/images/P/2253057835.01.LZZZZZZZ.jpg,
3220,Sans nouvelles de Gurb,1812,2001,438,http://images.amazon.com/images/P/2020482363.01.LZZZZZZZ.jpg,
3221,Eureka Street,2175,1999,761,http://images.amazon.com/images/P/2264027754.01.LZZZZZZZ.jpg,
3222,La L\C3?Â©gende d'Henry Smart,1513,2002,583,http://images.amazon.com/images/P/2264032189.01.LZZZZZZZ.jpg,
3223,Girl With a Pearl Earring,197,1999,325,http://images.amazon.com/images/P/052594527X.01.LZZZZZZZ.jpg,
3224,Kleine Mordgeschichten f\C3?Â¼r Tierfreunde.,718,1979,374,http://images.amazon.com/images/P/3257204833.01.LZZZZZZZ.jpg,
3225,Anleitung zum Unschuldigsein. Das \C3?\C2?bungsbuch f\C3?Â¼r ein schlechtes Gewissen.,2176,2002,283,http://images.amazon.com/images/P/3596156963.01.LZZZZZZZ.jpg,
3226,Das Superwieb,601,2002,763,http://images.amazon.com/images/P/3596122279.01.LZZZZZZZ.jpg,
3227,Wolfsherz.,885,1999,308,http://images.amazon.com/images/P/3404141970.01.LZZZZZZZ.jpg,
3228,The Passionate Mind: Bringing Up an Intelligent and Creative Child,2177,1991,732,http://images.amazon.com/images/P/0029281113.01.LZZZZZZZ.jpg,
3229,The Little Boy Book: A Guide to the First Eight Years,2178,1988,384,http://images.amazon.com/images/P/0517559552.01.LZZZZZZZ.jpg,
3230,Follow the River,2179,1996,729,http://images.amazon.com/images/P/0345338545.01.LZZZZZZZ.jpg,
3231,Personal History,2180,1998,394,http://images.amazon.com/images/P/0375701044.01.LZZZZZZZ.jpg,
3232,The Archivist,2181,1998,285,http://images.amazon.com/images/P/0316158720.01.LZZZZZZZ.jpg,
3233,Unless : A Novel,925,2003,474,http://images.amazon.com/images/P/0007154615.01.LZZZZZZZ.jpg,
3234,The Dive From Clausen's Pier (Alex Awards),1469,2002,313,http://images.amazon.com/images/P/0375412824.01.LZZZZZZZ.jpg,
3235,"A Child Called \It\"": One Child's Courage to Survive""",2182,1995,628,http://images.amazon.com/images/P/1558743669.01.LZZZZZZZ.jpg,
3236,The Strong-Willed Child: Birth Through Adolescence,2183,1985,251,http://images.amazon.com/images/P/084236661X.01.LZZZZZZZ.jpg,
3237,A Wing and a Prayer,2184,1991,733,http://images.amazon.com/images/P/0708842100.01.LZZZZZZZ.jpg,
3238,"Monster Blood (Goosebumps, No 3)",1203,1995,630,http://images.amazon.com/images/P/059045367X.01.LZZZZZZZ.jpg,
3239,"Stay Out of the Basement (Goosebumps, No 2)",1203,1995,390,http://images.amazon.com/images/P/0590453661.01.LZZZZZZZ.jpg,
3240,Wednesday Witch,2185,1969,763,http://images.amazon.com/images/P/059042761X.01.LZZZZZZZ.jpg,
3241,Juno & Juliet: A Novel,2186,2002,277,http://images.amazon.com/images/P/0385721617.01.LZZZZZZZ.jpg,
3242,What to Expect When You Use the Potty (What to Expect Kids),2187,2000,443,http://images.amazon.com/images/P/0694013226.01.LZZZZZZZ.jpg,
3243,"Mossflower (Redwall, Book 2)",1825,1998,764,http://images.amazon.com/images/P/0441005764.01.LZZZZZZZ.jpg,
3244,Final Target,823,2002,407,http://images.amazon.com/images/P/0553582135.01.LZZZZZZZ.jpg,
3245,Mr. Perfect,825,2000,652,http://images.amazon.com/images/P/0671034065.01.LZZZZZZZ.jpg,
3246,Sleep Tight (Onyx Book),137,2003,480,http://images.amazon.com/images/P/0451410777.01.LZZZZZZZ.jpg,
3247,The Puzzled Heart (Kate Fansler Novels (Hardcover)),2188,1998,453,http://images.amazon.com/images/P/0345418832.01.LZZZZZZZ.jpg,
3248,The Hunted,2189,2001,485,http://images.amazon.com/images/P/0671026801.01.LZZZZZZZ.jpg,
3249,Mosaic,2190,1998,348,http://images.amazon.com/images/P/0671024051.01.LZZZZZZZ.jpg,
3250,The Courtship Gift: A Novel,2191,2000,318,http://images.amazon.com/images/P/0684869829.01.LZZZZZZZ.jpg,
3251,Orchid Blues (Holly Barker Novels (Hardcover)),110,2001,457,http://images.amazon.com/images/P/0399147772.01.LZZZZZZZ.jpg,
3252,Warning Signs,1357,2003,726,http://images.amazon.com/images/P/0440237416.01.LZZZZZZZ.jpg,
3253,A Christmas Carol (Scholastic Classics),233,2000,283,http://images.amazon.com/images/P/0439101336.01.LZZZZZZZ.jpg,
3254,Chosen Prey,483,2001,299,http://images.amazon.com/images/P/0399147284.01.LZZZZZZZ.jpg,
3255,"MY GAL SUNDAY LARGE PRINT : \Henry and Sunday\"" Stories""",46,1996,428,http://images.amazon.com/images/P/0684832380.01.LZZZZZZZ.jpg,
3256,The Cat Who Tailed a Thief,160,1997,577,http://images.amazon.com/images/P/039914210X.01.LZZZZZZZ.jpg,
3257,"Gone, Baby, Gone: A Novel",1679,1999,299,http://images.amazon.com/images/P/0380730359.01.LZZZZZZZ.jpg,
3258,The Great Victorian Collection,2192,1975,258,http://images.amazon.com/images/P/0374166560.01.LZZZZZZZ.jpg,
3259,Different Seasons M/TV,120,1986,571,http://images.amazon.com/images/P/0451150635.01.LZZZZZZZ.jpg,
3260,Ein Mann fÃ¼r eine Nacht: Roman (Die Frau in der Gesellschaft),2193,1996,546,http://images.amazon.com/images/P/3596132762.01.LZZZZZZZ.jpg,
3261,Das W\C3?Â¼ten der ganzen Welt.,2194,1999,550,http://images.amazon.com/images/P/3492225926.01.LZZZZZZZ.jpg,
3262,Design for Dying,2195,1997,343,http://images.amazon.com/images/P/006018700X.01.LZZZZZZZ.jpg,
3263,250 Things You Can Do to Make Your Cat Adore You,2196,1998,345,http://images.amazon.com/images/P/0684836483.01.LZZZZZZZ.jpg,
3264,Touching from a Distance: Ian Curtis and Joy Division,2197,1996,686,http://images.amazon.com/images/P/0571174450.01.LZZZZZZZ.jpg,
3265,D/S: An Anti-Love Story,2198,2000,741,http://images.amazon.com/images/P/0312848846.01.LZZZZZZZ.jpg,
3266,Philosopher Looks At Science,2199,0,592,http://images.amazon.com/images/P/0442043244.01.LZZZZZZZ.jpg,
3267,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",878,1990,741,http://images.amazon.com/images/P/0880381736.01.LZZZZZZZ.jpg,
3268,La Musica del Azar,281,1998,488,http://images.amazon.com/images/P/8433966111.01.LZZZZZZZ.jpg,
3269,Bookends : A Novel,1522,2003,270,http://images.amazon.com/images/P/0767907817.01.LZZZZZZZ.jpg,
3270,A Map of the World,602,1999,499,http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg,
3271,Siddhartha,935,1981,550,http://images.amazon.com/images/P/0553208845.01.LZZZZZZZ.jpg,
3272,Julie of the Wolves (Julie of the Wolves),1558,1972,404,http://images.amazon.com/images/P/0064400581.01.LZZZZZZZ.jpg,
3273,Buddha of Suburbia,2200,0,351,http://images.amazon.com/images/P/0571142745.01.LZZZZZZZ.jpg,
3274,Snowshoeing,2201,1988,696,http://images.amazon.com/images/P/0898861780.01.LZZZZZZZ.jpg,
3275,"Sincerely, Andy Rooney",2202,2001,647,http://images.amazon.com/images/P/1586480456.01.LZZZZZZZ.jpg,
3276,How to Lose Friends & Alienate People,2203,2002,617,http://images.amazon.com/images/P/030681188X.01.LZZZZZZZ.jpg,
3277,"The Rise and Fall of the House of Barneys: A Family Tale of Chutzpah, Glory, and Greed",2204,1999,774,http://images.amazon.com/images/P/0688155022.01.LZZZZZZZ.jpg,
3278,The Private Life of Kim Philby: The Moscow Years,2205,2000,395,http://images.amazon.com/images/P/088064219X.01.LZZZZZZZ.jpg,
3279,Who Was Dr.Charlotte Bach?,410,2002,389,http://images.amazon.com/images/P/1904095399.01.LZZZZZZZ.jpg,
3280,The Pretender: How Martin Frankel Fooled the Financial World and Led the Feds on One of the Most Publicized Manhunts in History,2206,2002,310,http://images.amazon.com/images/P/0743204158.01.LZZZZZZZ.jpg,
3281,Springs in the Valley,2207,1980,600,http://images.amazon.com/images/P/0310225116.01.LZZZZZZZ.jpg,
3282,"The Stranger from Medina: A Novel (Bagdon, Paul. West Texas Sunrise, Bk. 3.)",2208,2003,440,http://images.amazon.com/images/P/0800758358.01.LZZZZZZZ.jpg,
3283,The Time It Never Rained,2209,1973,730,http://images.amazon.com/images/P/0385050755.01.LZZZZZZZ.jpg,
3284,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),2210,1997,773,http://images.amazon.com/images/P/0842329218.01.LZZZZZZZ.jpg,
3285,"Taking Sides: Clashing Views on Controversial Issues in American History, Vol. I",2211,2001,507,http://images.amazon.com/images/P/0072430958.01.LZZZZZZZ.jpg,
3286,Mere Christianity,487,1996,520,http://images.amazon.com/images/P/0684823780.01.LZZZZZZZ.jpg,
3287,The Prayer of Jabez Devotional,820,2001,381,http://images.amazon.com/images/P/1576738442.01.LZZZZZZZ.jpg,
3288,Snare of Serpents,2212,1991,782,http://images.amazon.com/images/P/0449219283.01.LZZZZZZZ.jpg,
3289,The Last Family,2213,1997,472,http://images.amazon.com/images/P/0553574965.01.LZZZZZZZ.jpg,
3290,The Klone and I: A High-Tech Love Story,464,1999,454,http://images.amazon.com/images/P/0440225698.01.LZZZZZZZ.jpg,
3291,The Runaway Jury,53,1997,361,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg,
3292,Texas,2214,1990,739,http://images.amazon.com/images/P/0394541545.01.LZZZZZZZ.jpg,
3293,She Who Remembers,626,1988,768,http://images.amazon.com/images/P/0877958920.01.LZZZZZZZ.jpg,
3294,Going Overboard,2215,2001,369,http://images.amazon.com/images/P/0440235758.01.LZZZZZZZ.jpg,
3295,"Band of Brothers : E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",2216,2001,761,http://images.amazon.com/images/P/0743216458.01.LZZZZZZZ.jpg,
3296,Kane & Abel,1358,1993,519,http://images.amazon.com/images/P/0061007129.01.LZZZZZZZ.jpg,
3297,"Arrows of the Queen ( The Heralds of Valdemar, Book 1)",517,1996,543,http://images.amazon.com/images/P/0886773784.01.LZZZZZZZ.jpg,
3298,The Unprotected Witness (Laurel-Leaf Books),2217,1999,763,http://images.amazon.com/images/P/0440228204.01.LZZZZZZZ.jpg,
3299,Roger Caras' Treasury of Great Cat Stories,2218,1992,315,http://images.amazon.com/images/P/0883657635.01.LZZZZZZZ.jpg,
3300,Without Remorse,123,2004,671,http://images.amazon.com/images/P/0425143325.01.LZZZZZZZ.jpg,
3301,The Bear and the Dragon (Jack Ryan Novels),123,2001,537,http://images.amazon.com/images/P/0425180964.01.LZZZZZZZ.jpg,
3302,Throne of Isis,2219,1995,742,http://images.amazon.com/images/P/0812520793.01.LZZZZZZZ.jpg,
3303,The Bette Davis Murder Case,2220,1994,532,http://images.amazon.com/images/P/0312109393.01.LZZZZZZZ.jpg,
3304,The Absence of Nectar,2221,2001,757,http://images.amazon.com/images/P/0399148019.01.LZZZZZZZ.jpg,
3305,La Compagnia,2222,1993,425,http://images.amazon.com/images/P/8807014467.01.LZZZZZZZ.jpg,
3306,Found: One Husband (Harlequin Medical Romance),2223,2001,566,http://images.amazon.com/images/P/0373063121.01.LZZZZZZZ.jpg,
3307,Alice's Adventures in Wonderland (Penguin Popular Classics),329,1994,488,http://images.amazon.com/images/P/0140620869.01.LZZZZZZZ.jpg,
3308,The Tail of the Tip-Off,2224,2003,620,http://images.amazon.com/images/P/0553801589.01.LZZZZZZZ.jpg,
3309,The Woman Next Door,302,2002,742,http://images.amazon.com/images/P/0743411250.01.LZZZZZZZ.jpg,
3310,Clockwork : Or All Wound Up,1035,1998,273,http://images.amazon.com/images/P/0590129988.01.LZZZZZZZ.jpg,
3311,Powder Burn (Vintage Crime/Black Lizard),799,1998,797,http://images.amazon.com/images/P/0375700684.01.LZZZZZZZ.jpg,
3312,Trap Line (Vintage Crime/Black Lizard),458,1998,486,http://images.amazon.com/images/P/0375700692.01.LZZZZZZZ.jpg,
3313,The Heart of Justice (Heart of Justice),2225,1995,573,http://images.amazon.com/images/P/0312955510.01.LZZZZZZZ.jpg,
3314,Frusciante,2226,1999,791,http://images.amazon.com/images/P/8880891901.01.LZZZZZZZ.jpg,
3315,First King of Shannara,672,1997,269,http://images.amazon.com/images/P/0345396537.01.LZZZZZZZ.jpg,
3316,So Far from God: A Novel,2227,1994,633,http://images.amazon.com/images/P/0452272092.01.LZZZZZZZ.jpg,
3317,Der Kaiser von Amerika.,2228,1992,768,http://images.amazon.com/images/P/3518383620.01.LZZZZZZZ.jpg,
3318,Die Teebarone.,2229,2001,588,http://images.amazon.com/images/P/3499262967.01.LZZZZZZZ.jpg,
3319,Jedes Sandkorn ist ein Buchstabe,2230,2002,308,http://images.amazon.com/images/P/3407808836.01.LZZZZZZZ.jpg,
3320,"Catherine, Lady wider Willen. Sonderausgabe.",2231,2002,520,http://images.amazon.com/images/P/3423085711.01.LZZZZZZZ.jpg,
3321,Atlantis.,120,1999,344,http://images.amazon.com/images/P/3453159926.01.LZZZZZZZ.jpg,
3322,Der Plan von der Abschaffung des Dunkels.,697,1998,510,http://images.amazon.com/images/P/3499137909.01.LZZZZZZZ.jpg,
3323,The Man with the Dancing Eyes,2232,2003,650,http://images.amazon.com/images/P/0747563721.01.LZZZZZZZ.jpg,
3324,Jane Eyre,2233,1999,693,http://images.amazon.com/images/P/0451518845.01.LZZZZZZZ.jpg,
3325,Tathea,205,2002,782,http://images.amazon.com/images/P/0441009700.01.LZZZZZZZ.jpg,
3326,"Orion Arm: The Rampart Worlds: Book 2 (May, Julian. Rampart Worlds, Bk. 2.)",2234,2000,437,http://images.amazon.com/images/P/0345395190.01.LZZZZZZZ.jpg,
3327,The Grey Horse,2235,1987,273,http://images.amazon.com/images/P/0553265571.01.LZZZZZZZ.jpg,
3328,The Tragedy of Hamlet Prince of Denmark (Signet Classic Shakespeare Series),326,1993,347,http://images.amazon.com/images/P/0451521285.01.LZZZZZZZ.jpg,
3329,Prince of Whales,2236,1987,629,http://images.amazon.com/images/P/0812566351.01.LZZZZZZZ.jpg,
3330,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,128,2002,748,http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg,
3331,Camilla (Laurel Leaf Books),2237,1982,255,http://images.amazon.com/images/P/0440911710.01.LZZZZZZZ.jpg,
3332,S.: A Novel About the Balkans,2238,2001,572,http://images.amazon.com/images/P/0140298444.01.LZZZZZZZ.jpg,
3333,The Bookshop : A Novel,2239,1997,600,http://images.amazon.com/images/P/0395869463.01.LZZZZZZZ.jpg,
3334,Kissing the Witch: Old Tales in New Skins,665,1999,625,http://images.amazon.com/images/P/0064407721.01.LZZZZZZZ.jpg,
3335,The DREAMS OUR STUFF IS MADE OF: How Science Fiction Conquered the World,2240,2000,275,http://images.amazon.com/images/P/0684859785.01.LZZZZZZZ.jpg,
3336,Selected Poems (Harvest Book),2241,1967,300,http://images.amazon.com/images/P/0156806479.01.LZZZZZZZ.jpg,
3337,All Things Wise and Wonderful,1776,1981,507,http://images.amazon.com/images/P/0553266055.01.LZZZZZZZ.jpg,
3338,Cruel As the Grave,2242,2001,548,http://images.amazon.com/images/P/0345441443.01.LZZZZZZZ.jpg,
3339,Naked Lunch,2243,1992,474,http://images.amazon.com/images/P/0802132952.01.LZZZZZZZ.jpg,
3340,Mistress Masham's Repose,2244,1989,783,http://images.amazon.com/images/P/0441535771.01.LZZZZZZZ.jpg,
3341,First Book of Swords,1095,1984,575,http://images.amazon.com/images/P/0812552989.01.LZZZZZZZ.jpg,
3342,Macbeth,326,1989,409,http://images.amazon.com/images/P/0451521358.01.LZZZZZZZ.jpg,
3343,Q's Legacy,2245,1986,427,http://images.amazon.com/images/P/0140089365.01.LZZZZZZZ.jpg,
3344,Night Screams: Twenty-Two Stories of Terror,2246,1996,432,http://images.amazon.com/images/P/0451455126.01.LZZZZZZZ.jpg,
3345,Anno Dracula,2247,1994,671,http://images.amazon.com/images/P/038072345X.01.LZZZZZZZ.jpg,
3346,How to Sleep Soundly Tonight: 250 Simple and Natural Ways to Prevent Sleeplessness,2248,2001,543,http://images.amazon.com/images/P/1580173144.01.LZZZZZZZ.jpg,
3347,Duane's Depressed,61,1999,779,http://images.amazon.com/images/P/0671025570.01.LZZZZZZZ.jpg,
3348,A Grief Observed,487,1983,525,http://images.amazon.com/images/P/0553274864.01.LZZZZZZZ.jpg,
3349,Seeking Wholeness: Insight into the Mystery of Experience,2249,2001,625,http://images.amazon.com/images/P/1888604182.01.LZZZZZZZ.jpg,
3350,After the Darkest Hour: How Suffering Begins the Journey to Wisdom,2250,2001,767,http://images.amazon.com/images/P/0805064362.01.LZZZZZZZ.jpg,
3351,The Picador Book of the Beach,2251,1996,355,http://images.amazon.com/images/P/0330336215.01.LZZZZZZZ.jpg,
3352,La variante di LÃ¼neburg (Fabula),2252,1993,391,http://images.amazon.com/images/P/8845909840.01.LZZZZZZZ.jpg,
3353,The Color of Magic,213,2000,271,http://images.amazon.com/images/P/0061020710.01.LZZZZZZZ.jpg,
3354,Illusions: The Adventures of a Reluctant Messiah,318,1994,324,http://images.amazon.com/images/P/0440204887.01.LZZZZZZZ.jpg,
3355,The Hobbit : The Enchanting Prelude to The Lord of the Rings,619,1986,436,http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg,
3356,Callahan's Secret,941,2002,381,http://images.amazon.com/images/P/0812572297.01.LZZZZZZZ.jpg,
3357,The Hobbit,89,1977,640,http://images.amazon.com/images/P/0345272579.01.LZZZZZZZ.jpg,
3358,The Stand (The Complete and Uncut Edition),120,1990,351,http://images.amazon.com/images/P/0385199570.01.LZZZZZZZ.jpg,
3359,The Years with Laura Diaz,2253,2001,624,http://images.amazon.com/images/P/0156007568.01.LZZZZZZZ.jpg,
3360,Die F\C3?Â¼nf Tibeter.,2254,2002,721,http://images.amazon.com/images/P/3426776545.01.LZZZZZZZ.jpg,
3361,Die Regeln des Gl\C3?Â¼cks.,2255,2001,372,http://images.amazon.com/images/P/3404701704.01.LZZZZZZZ.jpg,
3362,Mittsommermord. Roman.,2075,2002,527,http://images.amazon.com/images/P/3423205202.01.LZZZZZZZ.jpg,
3363,Der Verrat.,19,2000,774,http://images.amazon.com/images/P/3453169247.01.LZZZZZZZ.jpg,
3364,Russendisko.,2256,2002,515,http://images.amazon.com/images/P/3442541751.01.LZZZZZZZ.jpg,
3365,Hunde von Riga.,2075,2000,717,http://images.amazon.com/images/P/3423202947.01.LZZZZZZZ.jpg,
3366,Holes (Newbery Medal Book),981,1998,574,http://images.amazon.com/images/P/0374332657.01.LZZZZZZZ.jpg,
3367,She's Not What She Seems (Sweet Valley High No. 92),2257,1993,691,http://images.amazon.com/images/P/0553298496.01.LZZZZZZZ.jpg,
3368,"Spring Break (Sweet Valley High Super Edition, No 3)",2257,1986,490,http://images.amazon.com/images/P/0553255371.01.LZZZZZZZ.jpg,
3369,The Hound of the Baskervilles (Signet Classics (Paperback)),2258,2001,710,http://images.amazon.com/images/P/0451528018.01.LZZZZZZZ.jpg,
3370,Second Chance (Left Behind: The Kids #2),2259,1998,264,http://images.amazon.com/images/P/0842321942.01.LZZZZZZZ.jpg,
3371,The Vanishings (Left Behind: The Kids #1),2259,1998,606,http://images.amazon.com/images/P/0842321934.01.LZZZZZZZ.jpg,
3372,"Happy Birthday, Josefina!: A Springtime Story (American Girls Collection (Paper))",1463,1998,512,http://images.amazon.com/images/P/1562475878.01.LZZZZZZZ.jpg,
3373,Josefina's Surprise: A Christmas Story (American Girls Collection (Paper)),1463,1997,552,http://images.amazon.com/images/P/1562475193.01.LZZZZZZZ.jpg,
3374,The Stranger (Animorphs (Paperback Numbered)),1205,1997,441,http://images.amazon.com/images/P/0590997262.01.LZZZZZZZ.jpg,
3375,"The Secret (Animorphs, No 9)",1205,1997,539,http://images.amazon.com/images/P/0590997297.01.LZZZZZZZ.jpg,
3376,"The Experiment (Animorphs, No 28)",510,1999,390,http://images.amazon.com/images/P/0590762613.01.LZZZZZZZ.jpg,
3377,The Andalite's Gift (Animorphs : Megamorphs 1),510,1997,395,http://images.amazon.com/images/P/0590213040.01.LZZZZZZZ.jpg,
3378,Meet the Stars of Animorphs,2260,1999,455,http://images.amazon.com/images/P/0439061652.01.LZZZZZZZ.jpg,
3379,"School Smarts: All the Right Answers to Homework, Teachers, Popularity, and More!",2261,2000,341,http://images.amazon.com/images/P/1584851651.01.LZZZZZZZ.jpg,
3380,The Wonderful Story of Henry Sugar and Six More,290,2000,655,http://images.amazon.com/images/P/0141304707.01.LZZZZZZZ.jpg,
3381,"Junie B. Jones and That Meanie Jim's B-Day (Junie B. Jones 6, paper)",2262,1996,353,http://images.amazon.com/images/P/0679866957.01.LZZZZZZZ.jpg,
3382,101 Telephone Jokes,2263,1994,634,http://images.amazon.com/images/P/059048575X.01.LZZZZZZZ.jpg,
3383,Tales of a Fourth Grade Nothing,2264,1976,628,http://images.amazon.com/images/P/044048474X.01.LZZZZZZZ.jpg,
3384,Help! I'm Laughing and I Can't Get Up,2265,1998,574,http://images.amazon.com/images/P/1568657803.01.LZZZZZZZ.jpg,
3385,Pippi Longstocking (Seafarer Book),2266,1997,631,http://images.amazon.com/images/P/0140309578.01.LZZZZZZZ.jpg,
3386,"Scarabian Nights:Sabrina, The Teenage Witch #24",2267,1999,777,http://images.amazon.com/images/P/0671028049.01.LZZZZZZZ.jpg,
3387,LOTSA LUCK SABRINA THE TEENAGE WITCH 10,2268,1998,393,http://images.amazon.com/images/P/0671019805.01.LZZZZZZZ.jpg,
3388,"All You Need Is a Love Spell (Sabrina the Teenage Witch, 7)",2269,1998,651,http://images.amazon.com/images/P/0671016954.01.LZZZZZZZ.jpg,
3389,A DOGS LIFE SABRINA THE TEENAGE WITCH 9,2270,1998,256,http://images.amazon.com/images/P/0671019791.01.LZZZZZZZ.jpg,
3390,"The Sky Phantom (Nancy Drew Mystery Stories, No 53)",995,1976,391,http://images.amazon.com/images/P/044809553X.01.LZZZZZZZ.jpg,
3391,"TEACHER'S PET: SALEM'S TAILS #2: SABRINA, THE TEENAGE WITCH",2271,1998,425,http://images.amazon.com/images/P/0671023810.01.LZZZZZZZ.jpg,
3392,Sabrina: Behind the Scenes,777,1997,580,http://images.amazon.com/images/P/1561565601.01.LZZZZZZZ.jpg,
3393,"The Strange Message in the Parchment (Nancy Drew Mystery Stories, No 54)",995,1977,267,http://images.amazon.com/images/P/0448095548.01.LZZZZZZZ.jpg,
3394,Meet Kit: An American Girl : 1934 (American Girls Collection),1463,2000,549,http://images.amazon.com/images/P/1584850167.01.LZZZZZZZ.jpg,
3395,Meet Addy: An American Girl (American Girls Collection (Paper)),2272,1993,692,http://images.amazon.com/images/P/1562470752.01.LZZZZZZZ.jpg,
3396,"Meet Felicity: An American Girl : 1774 (The American Girls Collection, Book 1)",1463,1991,664,http://images.amazon.com/images/P/1562470043.01.LZZZZZZZ.jpg,
3397,"Meet Josefina, an American Girl (American Girls Collection (Paper))",1463,1997,351,http://images.amazon.com/images/P/1562475150.01.LZZZZZZZ.jpg,
3398,"Karen's Cartwheel (Baby-Sitters Little Sister, 29)",1865,1992,659,http://images.amazon.com/images/P/0590448250.01.LZZZZZZZ.jpg,
3399,It's Fine to Be Nine,2273,2000,696,http://images.amazon.com/images/P/0590386042.01.LZZZZZZZ.jpg,
3400,The Further Adventures of Hank the Cowdog (Hank the Cowdog (Paperback)),2274,1988,551,http://images.amazon.com/images/P/0877191174.01.LZZZZZZZ.jpg,
3401,The View from Saturday (Jean Karl Books (Paperback)),2275,1998,707,http://images.amazon.com/images/P/0689817215.01.LZZZZZZZ.jpg,
3402,"SANTAS LITTLE HELPER SABRINA THE TEENAGE WITCH 5 (Sabrina, the Teenage Witch (Numbered Paperback))",2270,1997,298,http://images.amazon.com/images/P/0671015192.01.LZZZZZZZ.jpg,
3403,"SABRINA, THE TEENAGE WITCH MAGIC HANDBOOK (Sabrina, the Teenage Witch)",2271,1998,620,http://images.amazon.com/images/P/0671024272.01.LZZZZZZZ.jpg,
3404,Roter Drache,2276,2002,311,http://images.amazon.com/images/P/3453025423.01.LZZZZZZZ.jpg,
3405,Spiriti,1261,2002,471,http://images.amazon.com/images/P/8807816806.01.LZZZZZZZ.jpg,
3406,Quel Che Resta Del Giorno,2277,1998,335,http://images.amazon.com/images/P/8806134817.01.LZZZZZZZ.jpg,
3407,Smiley's people,2278,1980,523,http://images.amazon.com/images/P/0553141406.01.LZZZZZZZ.jpg,
3408,Plains of Passage (Earth's Children),2279,1990,526,http://images.amazon.com/images/P/0517580497.01.LZZZZZZZ.jpg,
3409,"Hope of Earth (Anthony, Piers. Geodyssey, V. 3.)",163,1997,518,http://images.amazon.com/images/P/0312863403.01.LZZZZZZZ.jpg,
3410,"Positively 4th Street: The Lives and Times of Joan Baez, Bob Dylan, Mimi Baez Farina and Richard Farina",2280,2002,727,http://images.amazon.com/images/P/086547642X.01.LZZZZZZZ.jpg,
3411,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),15,1997,725,http://images.amazon.com/images/P/1558744630.01.LZZZZZZZ.jpg,
3412,The Root Cellar,2281,1996,526,http://images.amazon.com/images/P/0140380361.01.LZZZZZZZ.jpg,
3413,AixÃ² Ã©s RÃ dio Pica (ColÂ¨lecciÃ³ Embat),2282,1997,580,http://images.amazon.com/images/P/8475843271.01.LZZZZZZZ.jpg,
3414,Jurassic Park,29,1990,651,http://images.amazon.com/images/P/0394588169.01.LZZZZZZZ.jpg,
3415,Dress Your Family in Corduroy and Denim,657,2004,601,http://images.amazon.com/images/P/0316143464.01.LZZZZZZZ.jpg,
3416,"Ransom (Steel, Danielle)",759,2004,638,http://images.amazon.com/images/P/0385336322.01.LZZZZZZZ.jpg,
3417,Cat's Cradle,1156,1998,412,http://images.amazon.com/images/P/038533348X.01.LZZZZZZZ.jpg,
3418,"I, Robot",2283,1991,553,http://images.amazon.com/images/P/0553294385.01.LZZZZZZZ.jpg,
3419,Drinking Coffee Elsewhere (Today Show Book Club #11),2284,2003,289,http://images.amazon.com/images/P/1573222623.01.LZZZZZZZ.jpg,
3420,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series),15,1998,448,http://images.amazon.com/images/P/1558746161.01.LZZZZZZZ.jpg,
